formatter|man|tomica|Tomica Lineup
page|b:bgc,#FFFFFF|b:c,#000000|l:c,#0000CC|v:c,#CC0000
style|.table|bgc,#FFFFFF
data|m|id,subid,first_year,scale,rawname,desc
data|H|year,label,title

H|1970|m|Tomica Models


m| 55|  9|2010|  1:57|Nissan Fairlady Z Roadster

m| 56|  1|1972|  1:68|Toyota Hiace Camping Car
m| 56|  2|1977| 1:104|Nissan Diesel Condor Truck
m| 56|  3|1984| 1:104|Nissan Diesel Condor Dozer Carrier
m| 56|  4|1989| 1:102|Hino Dozer Carrier
m| 56|  5|2008| 1:109|Komatsu Bulldozer D155Ax-6

m| 57|  1|1972|  1:68|Toyota Rh18V Ambulance
m| 57|  2|1981| 1:100|Nissan Diesel Tank Lorry
m| 57|  3|1997| 1:100|Nissan Diesel Tank Lorry
m| 57|  4|2006|      |Nissan Diesel Quon Tank Lorry
m| 57|  5|2011|      |Tank Eneosu

m| 58|  1|1974|  1:60|Datsun Fairlady 240Zg
m| 58|  2|1980|  1:65|Toyota Crown Patrol Car
m| 58|  3|1984|  1:65|Nissan Cedric Patrol Car
m| 58|  4|1988|  1:65|Nissan Cedric Patrol Car
m| 58|  5|2000|  1:63|Nissan Cedric Patrol Car
m| 58|  6|2009|  1:59|Suzuki Wagon R
m| 58|  7|2012|  1:58|Suzuki Wagon R

m| 59|  1|1973| 1:117|Hitachi Dh321 Dump Truck
m| 59|  2|1983|  1:62|Dynapac Cc21 Roadroller
m| 59|  3|2009|  1:60|Sakai Vibratory Tandem Roller Sw502-1
m| 59|  4|2013|      |Isuzu Elf Panel Truck

m| 60|  1|1973|  1:49|Nissan No.1
m| 60|  2|1981|  1:84|Mitsubishi Rosa Minibus
m| 60|  3|2005|  1:65|Toyota Celsior Privately Owned Taxi
m| 60|  4|2008|  1:61|Toyota Mark X Owned Car
m| 60|  5|2013|  1:51|Toyota Corolla Fielder
m| 60|  6|2014|      |Ford Mustang GT V8

m| 61|  1|1972|  1:77|Kawasaki Road Roller
m| 61|  2|1978|  1:65|Datsun Skyline 2000GT-ES
m| 61|  3|1981|  1:62|Toyota Hilux 4Wd
m| 61|  4|1988|  1:62|Toyota Hilux 4Wd Big Foot
m| 61|  5|2007|  1:60|Suzuki Swift Sport
m| 61|  6|2010|  1:56|Suzuki Alto
m| 61|  7|2013|  1:61|BMW Z4

m| 62|  1|1973|  1:60|Datsun Bluebird U SSS-E
