formatter|pic/lesney|mline|Matchbox Lineup
page|b:bgc,#FFFFFF|b:c,#000000|l:c,#0000CC|v:c,#CC0000
dir|CAT|pic/man
dir|RW|pic/man
dir|SF|pic/man
dir|K|pic/king
dir|M|pic/king
dir|Y|pic/mcoll
SF|1978|1981|61|2|Wreck Truck
RW|1959|1962|62|1|General Service Lorry
RW|1963|1967|62|2|TV Service Van
RW|1968|1969|62|3|Mercury Cougar
SF|1970|1970|62|1|Mercury Cougar
SF|1971|1973|62|2|Mercury Cougar Dragster
SF|1974|1978|62|3|Renault 17TL
SF|1979|1981|62|4|Chevrolet Corvette
RW|1959|1963|63|1|Ford Service Ambulance
RW|1964|1967|63|2|"Foamite" Crash Tender
RW|1968|1969|63|3|Dodge Crane Truck
SF|1970|1972|63|1|Dodge Crane Truck
SF|1973|1980|63|2|Freeway Gas Tanker
SF|1981|1981|63|3|Dodge Challenger
RW|1959|1965|64|1|Scammell Breakdown Truck
RW|1966|1969|64|2|MG 1100
SF|1970|1970|64|1|MG 1100
SF|1971|1975|64|2|Slingshot Dragster
SF|1976|1978|64|3|Fire Chief Car
SF|1979|1981|64|4|Caterpillar Bulldozer
RW|1959|1961|65|1|Jaguar 3.4 Litre Saloon (2 1/2")
RW|1962|1966|65|2|Jaguar 3.8 Litre Saloon (2 5/8")
RW|1967|1972|65|3|Claas Combine Harvester
SF|1973|1976|65|1|Saab Sonnet
SF|1977|1981|65|2|Airport Coach
RW|1959|1961|66|1|Citroen DS19
RW|1962|1966|66|2|Harley Davidson M'cycle/Sidecar
RW|1967|1969|66|3|Greyhound Bus
SF|1970|1970|66|1|Greyhound Bus
SF|1971|1976|66|2|Mazda RX500
SF|1977|1981|66|3|Ford Transit
RW|1959|1966|67|1|Saladin Armoured Car
RW|1967|1969|67|2|Volkswagen 1600 TL
SF|1970|1972|67|1|Volkswagen 1600TL
SF|1973|1977|67|2|Hot Rocker
SF|1978|1981|67|3|Datsun 260Z
RW|1959|1964|68|1|Austin MKII Radio Truck
RW|1965|1969|68|2|Mercedes Coach
SF|1970|1974|68|1|Porsche 910
SF|1975|1978|68|2|Cosmobile
SF|1979|1981|68|3|Chevy Van
RW|1959|1964|69|1|Commer 30 CWT Van
RW|1965|1969|69|2|Hatra Tractor Shovel
SF|1969|1972|69|1|Rolls Royce Silver Shadow Coupe
SF|1973|1977|69|2|Turbo Fury
SF|1978|1981|69|3|Armored Truck
RW|1959|1965|70|1|Ford Thames Estate Car
RW|1966|1969|70|2|Ford Grit Spreader
SF|1970|1970|70|1|Grit Spreader
SF|1971|1975|70|2|Dodge Dragster
SF|1976|1980|70|3|Self Propelled Gun
SF|1981|1981|70|4|Ferrari 308GTB
RW|1959|1963|71|1|Austin 200 Gallon Water Truck
RW|1964|1967|71|2|Jeep Gladiator Pickup
RW|1968|1969|71|3|Ford Heavy Wreck Truck
SF|1970|1972|71|1|Ford Heavy Wreck Truck
SF|1973|1975|71|2|Jumbo Jet
SF|1976|1981|71|3|Cattle Truck
RW|1959|1965|72|1|Fordson Tractor
RW|1966|1969|72|2|Standard Jeep
SF|1970|1971|72|1|Jeep
SF|1972|1978|72|2|SRN6 Hovercraft
SF|1979|1980|72|3|Bomag Road Roller
SF|1981|1981|72|4|Maxi Taxi
RW|1959|1961|73|1|10 Ton Pressure Refueller
RW|1962|1967|73|2|Ferrari F1 Racing Car
RW|1968|1969|73|3|Mercury Station Wagon
SF|1970|1973|73|1|Mercury Commuter
SF|1974|1978|73|2|Weasel
SF|1979|1981|73|3|Model A Ford
RW|1959|1965|74|1|Mobile Refreshment Canteen
RW|1966|1969|74|2|Daimler Bus
SF|1970|1971|74|1|Daimler Bus
SF|1972|1977|74|2|Toe Joe
SF|1978|1980|74|3|Cougar Villager
SF|1981|1981|74|4|Orange Peel
RW|1960|1964|75|1|Ford Thunderbird
RW|1965|1969|75|2|Ferrari Berlinetta
SF|1970|1970|75|1|Ferrari Berlinetta
